courseNumber,name,departmentCode,description,credits,professorName
ANTH 434,Human Evolutionary Ecology: Reproduction and Parenting,ANTH,"3 Lecture Hours. Evolutionary ecology perspective on family-formation patterns, sexuality, reproduction and parenting of humans throughout the life course and across different cultures; part of a Human Evolutionary Ecology series along with ANTH 424 . Prerequisites: Junior or senior classification.",3,
ANTH 435,Medical Anthropology,ANTH,"3 Lecture Hours. Overview of medical anthropology, a subfield in anthropology which examines the biological and cultural basis of health and disease in order to understand the influence of culture on the illness experience and treatment. Prerequisite: Junior or senior classification or approval of instructor.",3,
ANTH 436,Ancient Egypt I,ANTH,3 Lecture Hours. Archaeology and history of ancient Egypt from earliest times to the end of the New Kingdom period. Prerequisites: Junior or senior classification or approval of instructor. Cross Listing: RELS 436/ANTH 436 .,3,
ANTH 437,Ethnobotany,ANTH,3 Lecture Hours. Interdisciplinary study of the complex and dynamic relationships that exist between people and plants. Prerequisite: Junior or senior classification or approval of instructor.,3,
ANTH 438,Ancient Egypt II,ANTH,3 Lecture Hours. Archaeology and history of ancient Egypt from the end of the New Kingdom to the end of the Graeco-Roman period. Prerequisites: Completion of ANTH 436/RELS 436 or RELS 436/ANTH 436 recommended but not required; junior or senior classification or approval of instructor. Cross Listing: RELS 438/ANTH 438 .,3,
ANTH 440,Studies in Globalization,ANTH,"3 Lecture Hours. Selected issues on the anthropology of globalization such as the impact of global circulations of media, money and people on local cultures, identities and politics, migration and political economy. May be taken three times for credit. Prerequisites: Junior or senior classification or approval of instructor.",3,
ANTH 444,Classical Archaeology,ANTH,"3 Lecture Hours. History of the discipline through the individuals, organizations, excavations, theoretical models and ethical issues that have shaped it. Prerequisites: Junior or senior classification. Cross Listing: CLAS 444/ANTH 444 .",3,
ANTH 445,Studies in African Diaspora,ANTH,"3 Lecture Hours. Examination of topics related to global African diaspora including African descent populations outside of Africa wherever found (the Americas, the Caribbean, Europe, Asia, etc.); construction of blackness in Latin America; diversity of past and present African descent populations in the Old World; social and political mobilization; religion; popular culture; cultural politics; politics of identity. May be taken three times for credit. Prerequisite: Junior or senior classificatio",3,
ANTH 447,Lithic Artifact Analysis,ANTH,"2 Lecture Hours. 3 Lab Hours. Laboratory-based course reviewing methods archaeologists use to analyze stone tools and debitage, including identification of tool-stone sources, reconstruction of technology, explanation of assemblage variability, and microscopic use-wear analysis. Prerequisite: ANTH 202 and approval of instructor; junior or senior classification.",3,
ANTH 448,Quantitative Methods in Anthropology,ANTH,"3 Lecture Hours. Quantitative analytical methods employed by anthropologists; includes statistical analyses, statistical software and sampling theory commonly used in anthropological research. Prerequisites: Junior or senior classification; STAT 302 or STAT 303 .",3,
ANTH 458,Quantitative Ethnographic Methods,ANTH,"3 Lecture Hours. Quantitative data collection and analytical methods employed by anthropologists; includes standardized observation, structured interviews, demography and network analysis; hands-on assignments involving data collection among local community. Prerequisite: Junior or senior classification.",3,
ANTH 461,Environmental Archaeology,ANTH,"2 Lecture Hours. 3 Lab Hours. Exploration of the paleoecological context in which past humans interacted with the natural environment encompassing plants, animals and landscape; advanced method, theory and applications in paleoenvironmental reconstruction. Prerequisites: ANTH 202 or approval of instructor; junior or senior classification.",3,
ANTH 464,Cultural Heritage and Resource Management,ANTH,"3 Lecture Hours. Evaluation of modern ideas about how and why archaeological, architectural, ethnographic, and natural resources should be preserved and presented to current and future societies; critical examination of the theories, methods, regulations, and ethics that guide efforts to preserve and protect cultural heritage within a context of past endeavors and future directions. Prerequisites: Junior or senior classification or approval of instructor.",3,
ANTH 484,Anthropology Internship,ANTH,"Credits 0 to 3. 0 to 3 Other Hours. Provides students with the opportunity to gain practical experience in a variety of settings, including local, state or federal agencies; museums; non-profit organizations; non-governmental organizations; private firms. May be taken four times for credit. Prerequisite: Junior or senior classification.",0,
ANTH 485,Directed Studies,ANTH,Credits 0 to 9. 0 to 9 Other Hours. For individual research in anthropology on subjects not included in established courses. May be repeated for credit. Prerequisite: Junior or senior clasification or approval of instructor; also taught at Galveston campus.,0,
ANTH 489,Special Topics in...,ANTH,Credits 1 to 4. 1 to 4 Lecture Hours. Selected topics in an identified area of anthropology. May be repeated for credit.,1,
ANTH 491,Research,ANTH,Credits 0 to 3. 0 to 3 Other Hours. Research conducted under the direction of a faculty member in Anthropology. May be taken two times for credit. Prerequisites: Junior or senior classification and approval of instructor.,0,
ARCH 105,Design and Visual Communications Foundations I,ARCH,"2 Lecture Hours. 10 Lab Hours. Architectural design principles; development of skills in perception, thought and craft as they apply to the formation of two- and three-dimensional relationships; introduction to and practice of tools, methods, techniques available for graphic communication; graphic communication and the design process; observation and other forms of free-hand drawing and drawing systems that develop representational and descriptive capabilities. Prerequisites: BS in Architecture ",5,
ARCH 106,Design and Visual Communication Foundations II,ARCH,"2 Lecture Hours. 10 Lab Hours. Approaches to problem identification and problem solving emphasizing human, physical and cultural factors influencing architectural design; understanding of space, materiality and tectonics in a human body scale; development of drawing methods with emphasis on analytical drawing; reinforcement of visual and verbal communication as applied to design processes. Prerequisites: Grade of C or better in ARCH 105 ; major in BS in Architecture.",5,
ARCH 115,Visual Communication Foundations I,ARCH,"3 Lecture Hours. 0 Lab Hours. Introduction to and practice of tools, methods, techniques available for graphic communication; graphic communication and the design process; observation and other forms of free-hand drawing and drawing systems that develop representational and descriptive capabilities.",3,
ARCH 205,Architecture Design I,ARCH,"2 Lecture Hours. 10 Lab Hours. Issues and methods in designing environments for human habitation and well-being; projects addressing site, functional planning, spatial ordering, form generation through a recognition of the synthesis of space, structure, use and context; reinforcement of appropriate graphic and model building techniques. Prerequisites: Grade of C or better in ARCH 105 and ARCH 106 .",5,
ARCH 206,Architecture Design II,ARCH,"2 Lecture Hours. 10 Lab Hours. Fundamental issues of innovative design processes and creation explored through the creative use of past, present and future materials, tools, and technologies; with an emphasis upon the research of materials, methods, scale, craft and technique as instruments of design, fabrication, and production. Prerequisites: Grade of C or better in ARCH 205 .",5,
ARCH 212,Social and Behavioral Factors in Design,ARCH,"3 Lecture Hours. Social and behavioral factors in the built and natural environment; environmental perception and spatial cognition; social-environmental processes such as privacy and crowding; setting-oriented discussion on residences, education, and the workplace; the psychology of nature and natural resource management; social design and social science contribution to architectural design.",3,
